time,frequency
00:00,21.708096
00:00,21.880428
00:00,22.055515
00:00,22.233429
00:00,22.414228
00:00,22.598
00:00,22.784815
00:00,22.974731
00:00,23.167852
00:00,23.364235
00:00,23.563978
00:00,23.767183
00:00,23.973898
00:00,24.18426
00:00,24.398336
00:00,24.616243
00:00,24.838066
00:00,25.063944
00:00,25.29395
00:00,25.528225
00:00,25.766867
00:00,26.010027
00:00,26.257814
00:00,26.510365
00:00,26.767832
00:00,27.030334
00:00,27.298046
00:00,27.571115
00:00,27.8497
00:00,28.133976
00:00,28.424107
00:00,28.720287
00:00,29.022701
00:00,29.331564
00:00,29.647057
00:00,29.969418
00:00,30.298866
00:00,30.635645
00:00,30.97998
00:00,31.33215
00:00,31.69242
00:00,32.06107
00:00,32.4384
00:00,32.824715
00:00,33.22034
00:00,33.625614
00:00,34.040916
00:00,34.466587
00:00,34.903034
00:00,35.350704
00:00,35.809994
00:00,36.281353
00:00,36.765324
00:00,37.26235
00:00,37.77302
00:00,38.29787
00:00,38.837513
00:00,39.392582
00:00,39.963757
00:00,40.551723
00:00,41.15726
00:00,41.781147
00:00,42.424236
00:00,43.087444
00:00,43.771717
00:00,44.47805
00:00,45.207584
00:00,45.961437
00:00,46.74085
00:00,47.547165
00:00,48.38178
00:00,49.246227
00:00,50.142124
00:00,51.071224
00:00,52.0354
00:00,53.03669
00:00,54.07726
00:00,55.159473
00:00,56.28589
00:00,57.45929
00:00,58.682636
00:00,59.959213
00:00,61.29258
00:00,62.686573
00:00,64.145454
00:00,65.67386
00:00,67.276886
00:00,68.96013
00:00,70.729744
00:00,72.5926
00:00,74.55621
00:00,76.62901
00:00,78.82038
00:00,81.140755
00:00,83.601906
00:00,86.21703
00:00,89.00101
00:00,91.9708
00:00,95.14562
00:00,98.54749
00:00,102.201614
00:00,106.13717
00:00,110.388
00:00,114.993454
00:00,119.99999
00:00,125.462326
00:00,131.44562
00:00,138.02818
00:00,145.30475
00:00,153.39133
00:00,162.43091
00:00,172.60268
00:00,184.13359
00:00,197.31537
00:00,212.53012
00:00,230.28714
00:00,251.28203
00:00,276.489
00:00,307.31714
00:00,345.8824
00:00,395.51553
00:00,461.7802
00:00,554.7169
00:00,694.4882
00:00,928.421
00:00,1399.9999
00:00,2845.1606
00:00,88200.01
00:00,88200.01
00:00,88200.01
00:00,88200.01
00:00,88200.01
00:00,88200.01
00:00,98.02068
00:00,98.05053
00:00,98.08491
00:00,98.11783
00:00,98.119385
00:00,98.10745
00:00,98.11486
00:00,98.12785
00:00,98.11945
