frame,midi numbers
171,55.28912
172,55.30528
173,55.259285
174,55.184006
175,55.152367
176,55.176945
177,55.217594
178,55.221733
179,55.15879
180,55.073265
181,55.034348
182,55.04306
183,55.05852
184,55.05265
185,55.04059
186,55.05474
187,55.104183
188,55.16447
189,55.20098
190,55.189762
191,55.151352
192,55.13788
193,55.164864
194,55.204903
195,55.22735
196,55.219566
197,55.19489
198,55.18688
199,55.202644
200,55.21366
201,55.189217
202,55.143967
203,55.120846
204,55.13404
205,55.16102
206,55.166916
207,55.13127
208,55.076576
209,55.04625
210,55.048584
211,55.059433
212,55.057144
213,55.048103
214,55.05446
215,55.086273
216,55.128998
217,55.157265
218,55.152798
219,55.126915
220,55.114735
221,55.1314
222,55.160397
223,55.178318
224,55.1747
225,55.15837
226,55.152054
227,55.162872
228,55.17224
229,55.157627
230,55.12554
231,55.10605
232,55.113247
233,55.133415
234,55.14052
235,55.117767
236,55.077843
237,55.052113
238,55.05126
239,55.059624
240,55.059273
241,55.05213
242,55.031742
243,55.02559
244,55.066647
245,55.115604
246,55.129955
247,55.11287
248,55.095165
249,55.097496
250,55.12445
251,55.15243
252,55.14779
253,55.122116
254,55.122177
255,55.14115
256,55.156006
257,55.15235
258,55.116592
259,55.07017
260,55.04448
261,55.05123
262,55.07061
263,55.0709
264,55.037853
265,54.99391
266,54.969852
267,54.972553
268,54.98331
269,54.984375
270,54.97912
271,54.987732
272,55.019775
273,55.061333
274,55.08587
275,55.076214
276,55.05053
277,55.04419
278,55.070076
279,55.11162
280,55.143734
281,55.14838
282,55.13765
283,55.13959
284,55.154533
285,55.154694
286,55.122356
287,55.075462
288,55.045868
289,55.04909
290,55.068615
291,55.072777
292,55.043343
293,54.99884
294,54.97127
295,54.971294
296,54.982304
297,54.98487
298,54.979424
299,54.985256
300,55.014717
301,55.05644
302,55.084602
303,55.079033
304,55.053314
305,55.0431
306,55.065445
307,55.106453
308,55.141052
309,55.149254
310,55.138763
311,55.13833
312,55.152866
313,55.156517
314,55.127953
315,55.08107
316,55.047806
317,55.04721
318,55.06639
319,55.074085
320,55.04861
321,55.004074
322,54.97316
323,54.970215
324,54.981136
325,54.985214
326,54.97992
327,54.983192
328,55.009884
329,55.05133
330,55.082733
331,55.08149
332,55.05639
333,55.042572
334,55.061104
335,55.101105
336,55.137875
337,55.149754
338,55.140026
339,55.137306
340,55.15099
341,55.157745
342,55.133194
343,55.086884
344,55.05027
345,55.045635
346,55.06391
347,55.074753
348,55.053513
349,55.009537
350,54.97554
351,54.969368
352,54.97986
353,54.985397
354,54.980576
355,54.98155
356,55.005325
357,55.046047
358,55.080288
359,55.083504
360,55.059666
361,55.042637
362,55.05713
363,55.095703
364,55.134235
365,55.14982
366,55.141388
367,55.136547
368,55.148956
369,55.158382
370,55.138012
371,55.09285
372,55.05333
373,55.044487
374,55.061337
375,55.074863
376,55.05803
377,55.015205
378,54.9784
379,54.968777
380,54.97846
381,54.98537
382,54.981285
383,54.98027
384,55.001003
385,55.04068
386,55.0773
387,55.08503
388,55.06304
389,55.04328
390,55.053566
391,55.09029
392,55.130207
393,55.149483
394,55.142868
395,55.136124
396,55.146935
397,55.158554
398,55.142456
399,55.098923
400,55.056896
401,55.043762
402,55.058727
403,55.074497
404,55.062088
405,55.02094
406,54.981697
407,54.968502
408,54.976982
409,54.98513
410,54.982063
411,54.979374
412,54.99701
413,55.035255
414,55.073853
415,55.086098
416,55.066475
417,55.044353
418,55.050415
419,55.084953
420,55.125908
421,55.148705
422,55.14437
423,55.13607
424,55.144947
425,55.15821
426,55.146423
427,55.105053
428,55.06095
429,55.043465
430,55.056084
431,55.073605
432,55.065605
433,55.026726
434,54.985558
435,54.968727
436,54.975616
437,54.9848
438,54.98291
439,54.97895
440,54.993446
441,55.02983
442,55.06993
443,55.086563
444,55.069862
445,55.04592
446,55.047718
447,55.079712
448,55.121246
449,55.14742
450,55.145798
451,55.136295
452,55.143047
453,55.157455
454,55.14989
455,55.111115
456,55.065502
457,55.043736
458,55.053555
459,55.072277
460,55.068596
461,55.032486
462,54.989784
463,54.969307
464,54.974213
465,54.984215
466,54.983665
467,54.978783
468,54.990227
469,55.024536
470,55.06564
471,55.086456
472,55.073147
473,55.048016
474,55.04559
475,55.074646
476,55.1164
477,55.14566
478,55.147095
479,55.13684
480,55.141304
481,55.15629
482,55.152786
483,55.117096
484,55.070473
485,55.044582
486,55.051197
487,55.070625
488,55.07106
489,55.03815
490,54.994324
491,54.97022
492,54.972782
493,54.983368
494,54.98426
495,54.97882
496,54.987316
497,55.019356
498,55.061043
499,55.085793
500,55.07627
501,55.05052
502,55.04401
503,55.069786
504,55.111347
505,55.14341
506,55.148193
507,55.13767
508,55.139763
509,55.15483
510,55.15515
511,55.122917
512,55.0758
513,55.045933
514,55.04902
515,55.068596
516,55.072895
517,55.04364
518,54.99924
519,54.971664
520,54.971565
521,54.98239
522,54.984787
523,54.979164
524,54.984856
525,55.014305
526,55.056114
527,55.084435
528,55.07903
529,55.05333
530,55.04299
531,55.065163
532,55.106056
533,55.140648
534,55.148994
535,55.13868
536,55.138405
537,55.153107
538,55.15693
539,55.128403
540,55.08141
541,55.047935
542,55.047195
543,55.066322
544,55.074135
545,55.048904
546,55.0045
547,54.973595
548,54.97052
549,54.981285
550,54.985188
551,54.979706
552,54.98285
553,55.0095
554,55.050995
555,55.08251
556,55.08142
557,55.05639
558,55.0425
559,55.06083
560,55.10064
561,55.137383
562,55.149406
563,55.139847
564,55.137283
565,55.151146
566,55.158085
567,55.133545
568,55.08719
569,55.05049
570,55.0457
571,55.06388
572,55.074806
573,55.05381
574,55.009995
575,54.97601
576,54.96972
577,54.98004
578,54.985405
579,54.9804
580,54.981224
581,55.00495
582,55.04573
583,55.080048
584,55.083424
585,55.059666
586,55.04258
587,55.056873
588,55.09527
589,55.13376
590,55.14948
591,55.14122
592,55.136528
593,55.149124
594,55.158737
595,55.138412
596,55.09317
597,55.053535
598,55.044537
599,55.061314
600,55.074913
601,55.05829
602,55.01563
603,54.97885
604,54.96913
605,54.97866
606,54.985397
607,54.981133
608,54.979965
609,55.00064
610,55.04037
611,55.077072
612,55.08497
613,55.063072
614,55.04323
615,55.05335
616,55.089912
617,55.129784
618,55.14916
619,55.142715
620,55.136147
621,55.14711
622,55.158905
623,55.14289
624,55.099308
625,55.05712
626,55.043804
627,55.05868
628,55.074516
629,55.06231
630,55.021378
631,54.982178
632,54.968903
633,54.977234
634,54.98521
635,54.98194
636,54.979103
637,54.996666
638,55.034927
639,55.073605
640,55.086
641,55.066498
642,55.044327
643,55.0502
644,55.084595
645,55.125473
646,55.14836
647,55.144203
648,55.136063
649,55.145103
650,55.158554
651,55.146873
652,55.105423
653,55.061172
654,55.043495
655,55.056015
656,55.073593
657,55.06579
658,55.027096
659,54.986
660,54.969124
661,54.975845
662,54.984848
663,54.98278
664,54.97864
665,54.99305
666,55.02945
667,55.06964
668,55.08645
669,55.069847
670,55.045864
671,55.04751
672,55.07935
673,55.120846
674,55.147064
675,55.145607
676,55.136272
677,55.14318
678,55.157764
679,55.150326
680,55.111496
681,55.065704
682,55.04373
683,55.053444
684,55.07223
685,55.068718
686,55.03277
687,54.990154
688,54.969646
689,54.974396
690,54.984238
691,54.983498
692,54.97844
693,54.989784
694,55.024117
695,55.065315
696,55.086296
697,55.073105
698,55.047947
699,55.045387
700,55.074287
701,55.115925
702,55.14529
703,55.146896
704,55.13681
705,55.14142
706,55.15661
707,55.15325
708,55.1175
709,55.070747
710,55.044662
711,55.05115
712,55.07057
713,55.071167
714,55.038452
715,54.994736
716,54.97061
717,54.973034
718,54.983448
719,54.98416
720,54.97854
721,54.986927
722,55.018936
723,55.0607
724,55.085575
725,55.07619
726,55.050484
727,55.04386
728,55.069458
729,55.110844
730,55.143013
731,55.14795
732,55.13758
733,55.139824
734,55.15512
735,55.15559
736,55.123283
737,55.076096
738,55.04609
739,55.049026
740,55.068558
741,55.072998
742,55.043964
743,54.999676
744,54.97207
745,54.97182
746,54.9825
747,54.98471
748,54.97889
749,54.984478
750,55.013916
751,55.055798
752,55.08427
753,55.079002
754,55.053314
755,55.042843
756,55.064865
757,55.105644
758,55.140232
759,55.1487
760,55.138584
761,55.138466
762,55.153328
763,55.157307
764,55.128845
765,55.081703
766,55.048016
767,55.047134
768,55.066254
769,55.07422
770,55.049137
771,55.004875
772,54.97399
773,54.970795
774,54.981388
775,54.9851
776,54.979446
777,54.98244
778,55.00906
779,55.050613
780,55.082336
781,55.08141
782,55.056366
783,55.042305
784,55.060516
785,55.10031
786,55.137047
787,55.14917
788,55.13981
789,55.137405
790,55.15142
791,55.15852
792,55.13408
793,55.08754
794,55.0505
795,55.04554
796,55.06375
797,55.074837
798,55.053978
799,55.010315
800,54.97642
801,54.970036
802,54.980186
803,54.98536
804,54.980175
805,54.980858
806,55.004494
807,55.04529
808,55.07984
809,55.083397
810,55.059624
811,55.04241
812,55.05658
813,55.094948
814,55.13343
815,55.14924
816,55.141174
817,55.136658
818,55.149387
819,55.15916
820,55.13895
821,55.093597
822,55.053646
823,55.04445
824,55.06121
825,55.074936
826,55.058456
827,55.015938
828,54.97927
829,54.969467
830,54.97882
831,54.98537
832,54.980927
833,54.97959
834,55.00019
835,55.03991
836,55.07685
837,55.084938
838,55.06303
839,55.04305
840,55.05305
841,55.08958
842,55.129433
843,55.148872
844,55.14261
845,55.136215
846,55.14731
847,55.159264
848,55.14339
849,55.09974
850,55.057297
851,55.043762
852,55.0586
853,55.07452
854,55.062485
855,55.021706
856,54.982582
857,54.969223
858,54.977386
859,54.98517
860,54.981728
861,54.97872
862,54.99621
863,55.0345
864,55.073353
865,55.08594
866,55.066498
867,55.04424
868,55.04998
869,55.084274
870,55.1251
871,55.148014
872,55.14403
873,55.136078
874,55.145256
875,55.158863
876,55.14733
877,55.1059
878,55.061455
879,55.043594
880,55.056007
881,55.07363
882,55.066006
883,55.027473
884,54.986374
885,54.969414
886,54.976006
887,54.984844
888,54.982582
889,54.97828
890,54.992622
891,55.0291
892,55.069416
893,55.086376
894,55.0699
895,55.04589
896,55.047363
897,55.07907
898,55.12046
899,55.14671
900,55.145416
901,55.136276
902,55.14332
903,55.158043
904,55.15076
905,55.11199
906,55.06605
907,55.043877
908,55.053474
909,55.07229
910,55.068947
911,55.033157
912,54.990593
913,54.97001
914,54.974625
915,54.984283
916,54.983368
917,54.978134
918,54.989376
919,55.02372
920,55.065063
921,55.086227
922,55.073166
923,55.047928
924,55.045204
925,55.073994
926,55.115654
927,55.144947
928,55.14671
929,55.136826
930,55.14157
931,55.15689
932,55.153694
933,55.118057
934,55.07104
935,55.044662
936,55.05105
937,55.07054
938,55.071312
939,55.038696
940,54.995132
941,54.971016
942,54.973297
943,54.983517
944,54.984043
945,54.978264
946,54.986515
947,55.018456
948,55.060333
949,55.08548
950,55.076195
951,55.05036
952,55.04358
953,55.069122
954,55.110565
955,55.14268
956,55.14776
957,55.1376
958,55.139984
959,55.155403
960,55.15603
961,55.123856
962,55.076393
963,55.04608
964,55.048897
965,55.06849
966,55.07309
967,55.044197
968,55.00009
969,54.972496
970,54.97213
971,54.982624
972,54.98465
973,54.978664
974,54.98411
975,55.013496
976,55.05545
977,55.084114
978,55.078987
979,55.053307
980,55.04271
981,55.064587
982,55.10526
983,55.13984
984,55.148445
985,55.13851
986,55.138542
987,55.153564
988,55.157707
989,55.12929
990,55.082077
991,55.048233
992,55.04717
993,55.06626
994,55.074337
995,55.049503
996,55.005333
997,54.974403
998,54.97109
999,54.98153
1000,54.985073
1001,54.979218
1002,54.982086
1003,55.008713
1004,55.050354
1005,55.08217
1006,55.08139
1007,55.056427
1008,55.04229
1009,55.060307
1010,55.099937
1011,55.136635
1012,55.148872
1013,55.1397
1014,55.137463
1015,55.15161
1016,55.158886
1017,55.134556
1018,55.08796
1019,55.05076
1020,55.045612
1021,55.063774
1022,55.074936
1023,55.054276
1024,55.010727
1025,54.976807
1026,54.970306
1027,54.98031
1028,54.9853
1029,54.979927
1030,54.98046
1031,55.00407
1032,55.044952
1033,55.079643
1034,55.08336
1035,55.05964
1036,55.042313
1037,55.056324
1038,55.09457
1039,55.133045
1040,55.148952
1041,55.14108
1042,55.13672
1043,55.149605
1044,55.15955
1045,55.13943
1046,55.093975
1047,55.053802
1048,55.044403
1049,55.061127
1050,55.074966
1051,55.05866
1052,55.016293
1053,54.979683
1054,54.969795
1055,54.978985
1056,54.985344
1057,54.980724
1058,54.979248
1059,54.999763
1060,55.039467
1061,55.076607
1062,55.084877
1063,55.06302
1064,55.042923
1065,55.05278
1066,55.089226
1067,55.129044
1068,55.14856
1069,55.142487
1070,55.13625
1071,55.147514
1072,55.159653
1073,55.14387
1074,55.100132
1075,55.057472
1076,55.04376
1077,55.058517
1078,55.07454
1079,55.062687
1080,55.022057
1081,54.983025
1082,54.969604
1083,54.977608
1084,54.985207
1085,54.981575
1086,54.978416
1087,54.99582
1088,55.03412
1089,55.07309
1090,55.085846
1091,55.06651
1092,55.044174
1093,55.04976
1094,55.083923
1095,55.124672
1096,55.14767
1097,55.143875
1098,55.13607
1099,55.145416
1100,55.15921
1101,55.147785
1102,55.10627
1103,55.061703
1104,55.043655
1105,55.05597
1106,55.07364
1107,55.066193
1108,55.027874
1109,54.98681
1110,54.969757
1111,54.97619
1112,54.984867
1113,54.982418
1114,54.977943
1115,54.992226
1116,55.028767
1117,55.069153
1118,55.086258
1119,55.0699
1120,55.04589
1121,55.047203
1122,55.07872
1123,55.12002
1124,55.146343
1125,55.145226
1126,55.13624
1127,55.143448
1128,55.15838
1129,55.151207
1130,55.112343
1131,55.066326
1132,55.044006
1133,55.053463
1134,55.072266
1135,55.0691
1136,55.033554
1137,54.991043
1138,54.970406
1139,54.974884
1140,54.984375
1141,54.983276
1142,54.97786
1143,54.98901
1144,55.0234
1145,55.06477
1146,55.086052
1147,55.073135
1148,55.047966
1149,55.045113
1150,55.07365
1151,55.115074
1152,55.14449
1153,55.146416
1154,55.13668
1155,55.141594
1156,55.157124
1157,55.154068
1158,55.1183
1159,55.071297
1160,55.04483
1161,55.051056
1162,55.07049
1163,55.071404
1164,55.0391
1165,54.995647
1166,54.97149
1167,54.97364
1168,54.983696
1169,54.98403
1170,54.978073
1171,54.986214
1172,55.01815
1173,55.06003
1174,55.085236
1175,55.076145
1176,55.050423
1177,55.043533
1178,55.06881
1179,55.11003
1180,55.142197
1181,55.147438
1182,55.137436
1183,55.13998
1184,55.155594
1185,55.156387
1186,55.124146
1187,55.076675
1188,55.046272
1189,55.048912
1190,55.068455
1191,55.073193
1192,55.04456
1193,55.000534
1194,54.972916
1195,54.97242
1196,54.982742
1197,54.98459
1198,54.978416
1199,54.98374
1200,55.0131
1201,55.055107
1202,55.0839
1203,55.078934
1204,55.05327
1205,55.042534
1206,55.064262
1207,55.104847
1208,55.139465
1209,55.14821
1210,55.138443
1211,55.138634
1212,55.153828
1213,55.158134
1214,55.12975
1215,55.08237
1216,55.0483
1217,55.0471
1218,55.066177
1219,55.074383
1220,55.049736
1221,55.00573
1222,54.974808
1223,54.971386
1224,54.98165
1225,54.985
1226,54.978985
1227,54.981705
1228,55.00828
1229,55.049973
1230,55.081947
1231,55.08133
1232,55.056374
1233,55.042152
1234,55.06002
1235,55.09954
1236,55.13623
1237,55.148586
1238,55.139614
1239,55.137527
1240,55.151833
1241,55.15927
1242,55.134995
1243,55.0883
1244,55.05092
1245,55.045612
1246,55.06372
1247,55.07499
1248,55.05455
1249,55.01119
1250,54.97724
1251,54.97062
1252,54.98047
1253,54.9853
1254,54.97972
1255,54.98011
1256,55.003708
1257,55.044693
1258,55.07946
1259,55.083332
1260,55.05973
1261,55.042336
1262,55.05616
1263,55.094227
1264,55.13261
1265,55.14861
1266,55.140923
1267,55.136734
1268,55.149765
1269,55.15987
1270,55.139866
1271,55.094387
1272,55.05408
1273,55.04451
1274,55.061134
1275,55.075047
1276,55.058968
1277,55.01674
1278,54.98011
1279,54.970127
1280,54.979156
1281,54.985344
1282,54.98054
1283,54.978897
1284,54.99938
1285,55.039204
1286,55.07641
1287,55.08484
1288,55.063087
1289,55.042915
1290,55.052605
1291,55.088875
1292,55.12863
1293,55.14822
1294,55.142338
1295,55.13627
1296,55.14769
1297,55.15999
1298,55.144325
1299,55.10052
1300,55.057716
1301,55.043785
1302,55.058475
1303,55.074566
1304,55.062897
1305,55.022446
1306,54.983444
1307,54.969933
1308,54.977783
1309,54.98523
1310,54.9814
1311,54.97807
1312,54.995407
1313,55.03376
1314,55.07286
1315,55.085793
1316,55.066532
1317,55.04412
1318,55.04955
1319,55.08358
1320,55.124283
1321,55.147354
1322,55.14373
1323,55.1361
1324,55.145588
1325,55.15955
1326,55.148247
1327,55.106705
1328,55.06193
1329,55.043686
1330,55.05591
1331,55.07364
1332,55.06637
1333,55.028175
1334,54.98722
1335,54.97013
1336,54.97641
1337,54.98491
1338,54.982277
1339,54.97763
1340,54.991783
1341,55.028297
1342,55.068867
1343,55.08618
1344,55.069916
1345,55.045776
1346,55.046974
1347,55.078407
1348,55.119656
1349,55.145996
1350,55.14504
1351,55.13624
1352,55.143585
1353,55.15867
1354,55.151657
1355,55.11283
1356,55.06662
1357,55.04408
1358,55.053436
1359,55.07229
1360,55.06929
1361,55.03394
1362,54.991455
1363,54.970764
1364,54.975082
1365,54.984413
1366,54.98313
1367,54.97754
1368,54.988586
1369,55.022995
1370,55.064514
1371,55.08599
1372,55.07318
1373,55.04795
1374,55.044968
1375,55.0734
1376,55.114784
1377,55.144173
1378,55.14625
1379,55.13672
1380,55.141785
1381,55.15744
1382,55.154537
1383,55.118904
1384,55.07166
1385,55.04492
1386,55.051033
1387,55.070526
1388,55.071594
1389,55.03945
1390,54.99599
1391,54.971752
1392,54.973785
1393,54.983665
1394,54.983826
1395,54.977676
1396,54.98571
1397,55.017715
1398,55.059784
1399,55.085197
1400,55.076214
1401,55.05042
1402,55.04339
1403,55.068542
1404,55.109703
1405,55.141857
1406,55.147236
1407,55.13742
1408,55.14012
1409,55.155876
1410,55.156822
1411,55.12468
1412,55.07701
1413,55.04635
1414,55.04886
1415,55.06842
1416,55.073296
1417,55.04481
1418,55.000893
1419,54.97326
1420,54.972626
1421,54.98278
1422,54.984444
1423,54.978092
1424,54.983288
1425,55.012634
1426,55.054764
1427,55.083763
1428,55.078938
1429,55.053234
1430,55.042366
1431,55.063957
1432,55.10448
1433,55.139065
1434,55.14794
1435,55.138367
1436,55.138702
1437,55.154053
1438,55.158524
1439,55.13022
1440,55.082726
1441,55.048424
1442,55.04705
1443,55.06612
1444,55.07447
1445,55.04998
1446,55.006126
1447,54.97525
1448,54.971695
1449,54.98178
1450,54.984955
1451,54.978745
1452,54.98134
1453,55.007843
1454,55.049595
1455,55.081776
1456,55.081314
1457,55.056374
1458,55.041996
1459,55.059734
1460,55.099205
1461,55.13588
1462,55.148354
1463,55.139545
1464,55.13762
1465,55.15209
1466,55.159706
1467,55.135494
1468,55.088665
1469,55.051037
1470,55.045567
1471,55.063652
1472,55.07505
1473,55.05478
1474,55.011555
1475,54.977676
1476,54.970963
1477,54.980637
1478,54.985268
1479,54.979515
1480,54.97975
1481,55.003273
1482,55.044262
1483,55.079247
1484,55.083282
1485,55.059685
1486,55.04216
1487,55.055866
1488,55.09385
1489,55.13222
1490,55.148335
1491,55.140827
1492,55.1368
1493,55.149986
1494,55.16028
1495,55.14035
1496,55.094757
1497,55.05423
1498,55.04447
1499,55.061073
1500,55.075092
1501,55.05918
1502,55.01714
1503,54.980576
1504,54.970497
1505,54.97937
1506,54.985374
1507,54.980392
1508,54.9786
1509,54.99901
1510,55.038826
1511,55.076157
1512,55.084763
1513,55.063087
1514,55.04287
1515,55.05237
1516,55.08851
1517,55.128204
1518,55.147877
1519,55.14216
1520,55.13626
1521,55.147827
1522,55.160305
1523,55.144745
1524,55.100906
1525,55.057938
1526,55.04383
1527,55.058426
1528,55.074566
1529,55.063087
1530,55.02281
1531,54.983902
1532,54.97033
1533,54.978027
1534,54.98528
1535,54.981274
1536,54.97779
1537,54.995026
1538,55.033367
1539,55.07257
1540,55.085667
1541,55.06651
1542,55.04406
1543,55.049343
1544,55.083214
1545,55.12382
1546,55.14698
1547,55.143524
1548,55.136055
1549,55.145714
1550,55.15986
1551,55.148674
1552,55.107063
1553,55.062183
1554,55.043747
1555,55.055855
1556,55.073616
1557,55.066532
1558,55.028572
1559,54.987682
1560,54.970505
1561,54.976654
1562,54.98497
1563,54.982155
1564,54.977337
1565,54.991417
1566,55.027966
1567,55.068592
1568,55.086052
1569,55.06991
1570,55.04577
1571,55.046806
1572,55.078045
1573,55.119175
1574,55.145607
1575,55.144814
1576,55.136177
1577,55.143684
1578,55.158974
1579,55.15209
1580,55.11319
1581,55.06684
1582,55.044106
1583,55.053352
1584,55.072235
1585,55.069416
1586,55.034237
1587,54.99187
1588,54.971134
1589,54.97532
1590,54.984478
1591,54.983
1592,54.97724
1593,54.988182
1594,55.022575
1595,55.064163
1596,55.085808
1597,55.07312
1598,55.047874
1599,55.044724
1600,55.073013
1601,55.1143
1602,55.14376
1603,55.146
1604,55.136627
1605,55.141834
1606,55.1577
1607,55.154945
1608,55.119232
1609,55.071884
1610,55.044983
1611,55.05097
1612,55.07045
1613,55.071682
1614,55.039757
1615,54.99645
1616,54.972214
1617,54.9741
1618,54.98381
1619,54.983772
1620,54.97745
1621,54.98537
1622,55.017334
1623,55.059433
1624,55.08498
1625,55.07614
1626,55.050373
1627,55.04319
1628,55.068203
1629,55.109245
1630,55.141426
1631,55.14696
1632,55.137314
1633,55.140175
1634,55.156116
1635,55.157234
1636,55.12504
1637,55.07728
1638,55.046455
1639,55.04883
1640,55.068344
1641,55.073364
1642,55.045105
1643,55.001335
1644,54.973694
1645,54.972954
1646,54.982925
1647,54.98441
1648,54.977882
1649,54.982956
1650,55.012268
1651,55.054436
1652,55.08354
1653,55.078865
1654,55.053238
1655,55.042274
1656,55.063667
1657,55.104034
1658,55.13864
1659,55.14767
1660,55.13826
1661,55.138756
1662,55.15429
1663,55.158955
1664,55.13063
1665,55.08301
1666,55.048553
1667,55.04703
1668,55.066063
1669,55.07452
1670,55.050255
1671,55.00653
1672,54.975643
1673,54.971992
1674,54.981915
1675,54.984894
1676,54.978504
1677,54.98095
1678,55.007435
1679,55.04924
1680,55.081535
1681,55.081238
1682,55.05635
1683,55.041893
1684,55.05944
1685,55.09876
1686,55.13543
1687,55.148033
1688,55.13939
1689,55.13762
1690,55.152283
1691,55.16008
1692,55.135887
1693,55.088966
1694,55.05124
1695,55.045593
1696,55.063606
1697,55.07509
1698,55.055077
1699,55.011955
1700,54.97805
1701,54.971222
1702,54.980747
1703,54.985207
1704,54.97928
1705,54.97937
1706,55.00286
1707,55.04392
1708,55.078987
1709,55.0832
1710,55.05967
1711,55.042084
1712,55.055603
1713,55.09343
1714,55.131763
1715,55.147995
1716,55.140656
1717,55.136772
1718,55.150143
1719,55.16063
1720,55.140755
1721,55.09507
1722,55.05442
1723,55.044514
1724,55.060997
1725,55.075073
1726,55.059402
1727,55.017563
1728,54.981045
1729,54.97088
1730,54.979584
1731,54.985428
1732,54.980244
1733,54.978287
1734,54.998623
1735,55.038506
1736,55.075897
1737,55.084633
1738,55.063087
1739,55.042816
1740,55.052155
1741,55.088093
1742,55.127724
1743,55.147522
1744,55.141983
1745,55.13623
1746,55.14797
1747,55.16065
1748,55.14518
1749,55.101254
1750,55.058155
1751,55.043896
1752,55.058388
1753,55.0746
1754,55.063328
1755,55.023247
1756,54.984367
1757,54.970703
1758,54.97824
1759,54.98533
1760,54.981136
1761,54.977474
1762,54.99466
1763,55.03305
1764,55.072346
1765,55.085594
1766,55.06656
1767,55.04409
1768,55.049183
1769,55.08288
1770,55.12342
1771,55.14666
1772,55.14337
1773,55.136078
1774,55.14589
1775,55.160225
1776,55.149162
1777,55.1075
1778,55.062416
1779,55.04378
1780,55.0558
1781,55.073627
1782,55.06672
1783,55.028885
1784,54.98812
1785,54.970917
1786,54.9769
1787,54.985027
1788,54.982033
1789,54.97706
1790,54.991024
1791,55.027542
1792,55.068306
1793,55.08596
1794,55.069916
1795,55.0457
1796,55.046574
1797,55.077724
1798,55.118855
1799,55.14529
1800,55.144676
1801,55.136223
1802,55.143867
1803,55.159298
1804,55.15257
1805,55.113724
1806,55.067078
1807,55.0441
1808,55.053234
1809,55.072197
1810,55.06953
1811,55.0345
1812,54.99233
1813,54.971592
1814,54.97562
1815,54.98458
1816,54.98294
1817,54.977005
1818,54.987823
1819,55.02217
1820,55.063858
1821,55.085693
1822,55.073128
1823,55.04782
1824,55.04454
1825,55.072693
1826,55.113922
1827,55.14337
1828,55.14577
1829,55.136574
1830,55.141937
1831,55.15795
1832,55.155357
1833,55.11969
1834,55.07219
1835,55.045086
1836,55.050926
1837,55.070435
1838,55.07184
1839,55.040096
1840,54.996887
1841,54.972603
1842,54.97436
1843,54.983902
1844,54.9837
1845,54.977196
1846,54.985
1847,55.016945
1848,55.059143
1849,55.084866
1850,55.076168
1851,55.050396
1852,55.043083
1853,55.06793
1854,55.108887
1855,55.14106
1856,55.146732
1857,55.137276
1858,55.140278
1859,55.15638
1860,55.157646
1861,55.125538
1862,55.077652
1863,55.046623
1864,55.048843
1865,55.068367
1866,55.073536
1867,55.045464
1868,55.001755
1869,54.97406
1870,54.973198
1871,54.983032
1872,54.984318
